service_name,arm_sku_name,arm_region_name,meter_name,unit_of_measure,currency_code,previous_price,current_price,delta_pct,is_synthetic,effective_start_date
Storage,Cool RA-GRS,eastus,Cool Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2016-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2019-10-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Data Returned for Query Acceleration,1 GB,USD,0.01,0.01,0.0,0,2024-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Data Returned for Query Acceleration,1 GB,USD,0.01,0.01,0.0,0,2020-12-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2020-12-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2024-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool GRS Data Write,1 GB,USD,0.005,0.005,0.0,0,2016-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool GRS Write Operations,10K,USD,0.2,0.2,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool GRS Write Operations,10K,USD,0.26,0.26,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool GRS Write Operations,10K,USD,0.2,0.2,0.0,0,2016-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Blob Inventory,1M,USD,0.00325,0.00325,0.0,0,2021-10-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Blob Inventory,1M,USD,0.0025,0.0025,0.0,0,2021-10-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2020-03-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Data Stored,1 GB/Month,USD,0.0425,0.0425,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Data Stored,1 GB/Month,USD,0.0425,0.0425,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Data Stored,1 GB/Month,USD,0.043,0.043,0.0,0,2020-03-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Data Stored,1 GB/Month,USD,0.0425,0.0425,0.0,0,2016-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Early Delete,1 GB,USD,0.025,0.025,0.0,0,2021-10-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Early Delete,1 GB,USD,0.0425,0.0425,0.0,0,2019-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Early Delete,1 GB,USD,0.0425,0.0425,0.0,0,2019-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Early Delete,1 GB,USD,0.0425,0.0425,0.0,0,2017-10-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Named Encryption Scopes,1/Month,USD,1.5,1.5,0.0,0,2021-03-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Read Operations,10K,USD,0.013,0.013,0.0,0,2020-03-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool RA-GRS Write Operations,10K,USD,0.26,0.26,0.0,0,2020-03-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Read Operations,10K,USD,0.01,0.01,0.0,0,2016-11-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Read Operations,10K,USD,0.013,0.013,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GRS,eastus,Cool Read Operations,10K,USD,0.01,0.01,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GRS,eastus,GRS Index Tags,10K/Month,USD,0.069,0.069,0.0,0,2021-02-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2019-10-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2019-10-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Data Returned for Query Acceleration,1 GB,USD,0.01,0.01,0.0,0,2024-11-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Data Returned for Query Acceleration,1 GB,USD,0.01,0.01,0.0,0,2020-12-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2020-12-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2024-11-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool GZRS Write Operations,10K,USD,0.2,0.2,0.0,0,2020-04-15T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool GZRS Write Operations,10K,USD,0.26,0.26,0.0,0,2020-07-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Blob Inventory,1M,USD,0.0025,0.0025,0.0,0,2021-10-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Blob Inventory,1M,USD,0.00325,0.00325,0.0,0,2021-10-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2020-03-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Data Stored,1 GB/Month,USD,0.04275,0.04275,0.0,0,2020-07-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Data Stored,1 GB/Month,USD,0.04275,0.04275,0.0,0,2020-07-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Data Stored,1 GB/Month,USD,0.04275,0.04275,0.0,0,2020-07-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Data Stored,1 GB/Month,USD,0.034,0.034,0.0,0,2020-03-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Early Delete,1 GB,USD,0.034,0.034,0.0,0,2021-10-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Named Encryption Scopes,1/Month,USD,1.5,1.5,0.0,0,2021-03-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool RA-GZRS Read Operations,10K,USD,0.013,0.013,0.0,0,2020-03-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Read Operations,10K,USD,0.013,0.013,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool Read Operations,10K,USD,0.01,0.01,0.0,0,2019-04-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool ZRS Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2018-07-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,Cool ZRS Read Operations,10K,USD,0.01,0.01,0.0,0,2018-07-01T00:00:00Z
Storage,Cool RA-GZRS,eastus,GZRS Index Tags,10K/Month,USD,0.069,0.069,0.0,0,2020-11-30T00:00:00Z
Storage,Cool ZRS,eastus,Cool Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2019-10-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2020-05-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2019-10-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Data Returned for Query Acceleration,1 GB,USD,0.01,0.01,0.0,0,2024-11-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Data Returned for Query Acceleration,1 GB,USD,0.01,0.01,0.0,0,2020-12-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2020-12-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2024-11-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Other Operations,10K,USD,0.0052,0.0052,0.0,0,2019-06-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Read Operations,10K,USD,0.013,0.013,0.0,0,2019-06-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Read Operations,10K,USD,0.013,0.013,0.0,0,2019-04-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool Read Operations,10K,USD,0.01,0.01,0.0,0,2019-04-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Blob Inventory,1M,USD,0.0025,0.0025,0.0,0,2021-10-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Blob Inventory,1M,USD,0.00325,0.00325,0.0,0,2021-10-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2018-07-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Data Retrieval,1 GB,USD,0.01,0.01,0.0,0,2020-03-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Data Stored,1 GB/Month,USD,0.019,0.019,0.0,0,2019-04-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Data Stored,1 GB/Month,USD,0.019,0.019,0.0,0,2018-07-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Data Stored,1 GB/Month,USD,0.019,0.019,0.0,0,2019-04-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Data Stored,1 GB/Month,USD,0.019,0.019,0.0,0,2020-03-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Data Stored,1 GB/Month,USD,0.0285,0.0285,0.0,0,2020-05-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Early Delete,1 GB,USD,0.019,0.019,0.0,0,2018-07-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Early Delete,1 GB,USD,0.019,0.019,0.0,0,2021-10-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Early Delete,1 GB,USD,0.019,0.019,0.0,0,2019-11-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Early Delete,1 GB,USD,0.019,0.019,0.0,0,2019-11-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS List Operations,10K,USD,0.0813,0.0813,0.0,0,2020-05-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Named Encryption Scopes,1/Month,USD,1.0,1.0,0.0,0,2021-03-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Read Operations,10K,USD,0.01,0.01,0.0,0,2018-07-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Read Operations,10K,USD,0.013,0.013,0.0,0,2020-03-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Write Operations,10K,USD,0.13,0.13,0.0,0,2020-05-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Write Operations,10K,USD,0.13,0.13,0.0,0,2020-03-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Write Operations,10K,USD,0.13,0.13,0.0,0,2019-04-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Write Operations,10K,USD,0.1,0.1,0.0,0,2019-04-01T00:00:00Z
Storage,Cool ZRS,eastus,Cool ZRS Write Operations,10K,USD,0.1,0.1,0.0,0,2018-07-01T00:00:00Z
Storage,Cool ZRS,eastus,Index Tags,10K/Month,USD,0.03,0.03,0.0,0,2021-02-01T00:00:00Z
Storage,Cool ZRS,eastus,ZRS Metadata,1 GB/Month,USD,0.0371,0.0371,0.0,0,2020-05-01T00:00:00Z
Storage,Data Geo Priority Replication,eastus,Data Geo Priority Replication GRS Data Replicated,1 GB,USD,0.015,0.015,0.0,0,2025-10-01T00:00:00Z
Storage,Data Geo Priority Replication,eastus,Data Geo Priority Replication GZRS Data Replicated,1 GB,USD,0.015,0.015,0.0,0,2025-10-01T00:00:00Z
Storage,Data Geo Priority Replication,eastus,Data Geo Priority Replication RA-GRS Data Replicated,1 GB,USD,0.015,0.015,0.0,0,2025-10-01T00:00:00Z
Storage,Data Geo Priority Replication,eastus,Data Geo Priority Replication RA-GZRS Data Replicated,1 GB,USD,0.015,0.015,0.0,0,2025-10-01T00:00:00Z
Storage,Disk Transactions,eastus,Disk Transactions LRS Disk Operations,10K,USD,0.0005,0.0005,0.0,0,2024-05-01T00:00:00Z
Storage,Disk Transactions,eastus,Disk Transactions LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,Disk Transactions,eastus,Disk Transactions ZRS Disk Operations,10K,USD,0.003,0.003,0.0,0,2024-09-01T00:00:00Z
Storage,E1 LRS,eastus,E1 LRS Disk,1/Month,USD,0.3,0.3,0.0,0,2020-07-01T00:00:00Z
Storage,E1 LRS,eastus,E1 LRS Disk Mount,1/Month,USD,0.03,0.03,0.0,0,2021-07-01T00:00:00Z
Storage,E1 ZRS,eastus,E1 ZRS Disk,1/Month,USD,0.45,0.45,0.0,0,2023-05-01T00:00:00Z
Storage,E1 ZRS,eastus,E1 ZRS Disk Mount,1/Month,USD,0.361,0.361,0.0,0,2024-09-01T00:00:00Z
Storage,E10 LRS,eastus,E10 LRS Disk,1/Month,USD,9.6,9.6,0.0,0,2018-11-01T00:00:00Z
Storage,E10 LRS,eastus,E10 LRS Disk Mount,1/Month,USD,0.91,0.91,0.0,0,2021-07-01T00:00:00Z
Storage,E10 LRS,eastus,E10 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E10 ZRS,eastus,E10 ZRS Disk,1/Month,USD,14.4,14.4,0.0,0,2023-05-01T00:00:00Z
Storage,E10 ZRS,eastus,E10 ZRS Disk Mount,1/Month,USD,10.944,10.944,0.0,0,2024-09-01T00:00:00Z
Storage,E10 ZRS,eastus,E10 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E15 LRS,eastus,E15 LRS Disk,1/Month,USD,19.2,19.2,0.0,0,2018-11-01T00:00:00Z
Storage,E15 LRS,eastus,E15 LRS Disk Mount,1/Month,USD,1.83,1.83,0.0,0,2021-07-01T00:00:00Z
Storage,E15 LRS,eastus,E15 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E15 ZRS,eastus,E15 ZRS Disk,1/Month,USD,28.8,28.8,0.0,0,2023-05-01T00:00:00Z
Storage,E15 ZRS,eastus,E15 ZRS Disk Mount,1/Month,USD,21.888,21.888,0.0,0,2024-09-01T00:00:00Z
Storage,E15 ZRS,eastus,E15 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E2 LRS,eastus,E2 LRS Disk,1/Month,USD,0.6,0.6,0.0,0,2020-07-01T00:00:00Z
Storage,E2 LRS,eastus,E2 LRS Disk Mount,1/Month,USD,0.06,0.06,0.0,0,2021-07-01T00:00:00Z
Storage,E2 ZRS,eastus,E2 ZRS Disk,1/Month,USD,0.9,0.9,0.0,0,2023-05-01T00:00:00Z
Storage,E2 ZRS,eastus,E2 ZRS Disk Mount,1/Month,USD,0.721,0.721,0.0,0,2024-09-01T00:00:00Z
Storage,E20 LRS,eastus,E20 LRS Disk,1/Month,USD,38.4,38.4,0.0,0,2018-11-01T00:00:00Z
Storage,E20 LRS,eastus,E20 LRS Disk Mount,1/Month,USD,3.29,3.29,0.0,0,2021-07-01T00:00:00Z
Storage,E20 LRS,eastus,E20 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E20 ZRS,eastus,E20 ZRS Disk,1/Month,USD,57.6,57.6,0.0,0,2023-05-01T00:00:00Z
Storage,E20 ZRS,eastus,E20 ZRS Disk Mount,1/Month,USD,39.552,39.552,0.0,0,2024-09-01T00:00:00Z
Storage,E20 ZRS,eastus,E20 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E3 LRS,eastus,E3 LRS Disk,1/Month,USD,1.2,1.2,0.0,0,2020-07-01T00:00:00Z
Storage,E3 LRS,eastus,E3 LRS Disk Mount,1/Month,USD,0.12,0.12,0.0,0,2021-07-01T00:00:00Z
Storage,E3 ZRS,eastus,E3 ZRS Disk,1/Month,USD,1.8,1.8,0.0,0,2023-05-01T00:00:00Z
Storage,E3 ZRS,eastus,E3 ZRS Disk Mount,1/Month,USD,1.442,1.442,0.0,0,2024-09-01T00:00:00Z
Storage,E30 LRS,eastus,E30 LRS Disk,1/Month,USD,76.8,76.8,0.0,0,2018-11-01T00:00:00Z
Storage,E30 LRS,eastus,E30 LRS Disk Mount,1/Month,USD,6.57,6.57,0.0,0,2021-07-01T00:00:00Z
Storage,E30 LRS,eastus,E30 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E30 ZRS,eastus,E30 ZRS Disk,1/Month,USD,115.2,115.2,0.0,0,2023-05-01T00:00:00Z
Storage,E30 ZRS,eastus,E30 ZRS Disk Mount,1/Month,USD,79.104,79.104,0.0,0,2024-09-01T00:00:00Z
Storage,E30 ZRS,eastus,E30 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E4 LRS,eastus,E4 LRS Disk,1/Month,USD,2.4,2.4,0.0,0,2019-01-01T00:00:00Z
Storage,E4 LRS,eastus,E4 LRS Disk Mount,1/Month,USD,0.26,0.26,0.0,0,2021-07-01T00:00:00Z
Storage,E4 LRS,eastus,E4 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E4 ZRS,eastus,E4 ZRS Disk,1/Month,USD,3.6,3.6,0.0,0,2023-05-01T00:00:00Z
Storage,E4 ZRS,eastus,E4 ZRS Disk Mount,1/Month,USD,3.12,3.12,0.0,0,2024-09-01T00:00:00Z
Storage,E4 ZRS,eastus,E4 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E40 LRS,eastus,E40 LRS Disk,1/Month,USD,153.6,153.6,0.0,0,2018-11-01T00:00:00Z
Storage,E40 LRS,eastus,E40 LRS Disk Mount,1/Month,USD,13.14,13.14,0.0,0,2021-07-01T00:00:00Z
Storage,E40 LRS,eastus,E40 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E40 ZRS,eastus,E40 ZRS Disk,1/Month,USD,230.4,230.4,0.0,0,2023-05-01T00:00:00Z
Storage,E40 ZRS,eastus,E40 ZRS Disk Mount,1/Month,USD,158.21,158.21,0.0,0,2024-09-01T00:00:00Z
Storage,E40 ZRS,eastus,E40 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E50 LRS,eastus,E50 LRS Disk,1/Month,USD,307.2,307.2,0.0,0,2018-11-01T00:00:00Z
Storage,E50 LRS,eastus,E50 LRS Disk Mount,1/Month,USD,25.55,25.55,0.0,0,2021-07-01T00:00:00Z
Storage,E50 LRS,eastus,E50 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E50 ZRS,eastus,E50 ZRS Disk,1/Month,USD,460.8,460.8,0.0,0,2023-05-01T00:00:00Z
Storage,E50 ZRS,eastus,E50 ZRS Disk Mount,1/Month,USD,307.2,307.2,0.0,0,2024-09-01T00:00:00Z
Storage,E50 ZRS,eastus,E50 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E6 LRS,eastus,E6 LRS Disk,1/Month,USD,4.8,4.8,0.0,0,2019-01-01T00:00:00Z
Storage,E6 LRS,eastus,E6 LRS Disk Mount,1/Month,USD,0.47,0.47,0.0,0,2021-07-01T00:00:00Z
Storage,E6 LRS,eastus,E6 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E6 ZRS,eastus,E6 ZRS Disk,1/Month,USD,7.2,7.2,0.0,0,2023-05-01T00:00:00Z
Storage,E6 ZRS,eastus,E6 ZRS Disk Mount,1/Month,USD,5.65,5.65,0.0,0,2024-09-01T00:00:00Z
Storage,E6 ZRS,eastus,E6 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E60 LRS,eastus,E60 LRS Disk,1/Month,USD,614.4,614.4,0.0,0,2019-05-01T00:00:00Z
Storage,E60 LRS,eastus,E60 LRS Disk Mount,1/Month,USD,51.1,51.1,0.0,0,2021-07-01T00:00:00Z
Storage,E60 LRS,eastus,E60 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E60 ZRS,eastus,E60 ZRS Disk,1/Month,USD,921.6,921.6,0.0,0,2023-05-01T00:00:00Z
Storage,E60 ZRS,eastus,E60 ZRS Disk Mount,1/Month,USD,614.4,614.4,0.0,0,2024-09-01T00:00:00Z
Storage,E60 ZRS,eastus,E60 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E70 LRS,eastus,E70 LRS Disk,1/Month,USD,1228.8,1228.8,0.0,0,2019-05-01T00:00:00Z
Storage,E70 LRS,eastus,E70 LRS Disk Mount,1/Month,USD,109.5,109.5,0.0,0,2021-07-01T00:00:00Z
Storage,E70 LRS,eastus,E70 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E70 ZRS,eastus,E70 ZRS Disk,1/Month,USD,1843.2,1843.2,0.0,0,2023-05-01T00:00:00Z
Storage,E70 ZRS,eastus,E70 ZRS Disk Mount,1/Month,USD,1314.82,1314.82,0.0,0,2024-09-01T00:00:00Z
Storage,E70 ZRS,eastus,E70 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,E80 LRS,eastus,E80 LRS Disk,1/Month,USD,2457.6,2457.6,0.0,0,2019-05-01T00:00:00Z
Storage,E80 LRS,eastus,E80 LRS Disk Mount,1/Month,USD,219.0,219.0,0.0,0,2021-07-01T00:00:00Z
Storage,E80 LRS,eastus,E80 LRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2018-11-01T00:00:00Z
Storage,E80 ZRS,eastus,E80 ZRS Disk,1/Month,USD,3686.4,3686.4,0.0,0,2023-05-01T00:00:00Z
Storage,E80 ZRS,eastus,E80 ZRS Disk Mount,1/Month,USD,2629.63,2629.63,0.0,0,2024-09-01T00:00:00Z
Storage,E80 ZRS,eastus,E80 ZRS Disk Operations,10K,USD,0.002,0.002,0.0,0,2024-09-01T00:00:00Z
Storage,Geo-Replication,eastus,Geo-Replication Data Transfer,1 GB,USD,0.0,0.0,,0,2016-07-07T00:00:00Z
Storage,Geo-Replication v2,eastus,Geo-Replication v2 Data Transfer,1 GB,USD,0.02,0.02,0.0,0,2016-11-07T00:00:00Z
Storage,HDD,eastus,HDD GRS Overflow Snapshot Usage,1 GiB/Hour,USD,2.3e-05,2.3e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GRS Provisioned IOPS,1/Hour,USD,0.000127,0.000127,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GRS Provisioned Storage,1 GiB/Hour,USD,2.3e-05,2.3e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GRS Provisioned Throughput MiBPS,1/Hour,USD,0.000189,0.000189,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GRS Soft-Deleted Usage,1 GiB/Hour,USD,2.3e-05,2.3e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GZRS Overflow Snapshot Usage,1 GiB/Hour,USD,2.6e-05,2.6e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GZRS Provisioned IOPS,1/Hour,USD,0.00014,0.00014,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GZRS Provisioned Storage,1 GiB/Hour,USD,2.6e-05,2.6e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GZRS Provisioned Throughput MiBPS,1/Hour,USD,0.000209,0.000209,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD GZRS Soft-Deleted Usage,1 GiB/Hour,USD,2.6e-05,2.6e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD LRS Overflow Snapshot Usage,1 GiB/Hour,USD,1e-05,1e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD LRS Provisioned IOPS,1/Hour,USD,5.5e-05,5.5e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD LRS Provisioned Storage,1 GiB/Hour,USD,1e-05,1e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD LRS Provisioned Throughput MiBPS,1/Hour,USD,8.2e-05,8.2e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD LRS Soft-Deleted Usage,1 GiB/Hour,USD,1e-05,1e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD ZRS Overflow Snapshot Usage,1 GiB/Hour,USD,1.3e-05,1.3e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD ZRS Provisioned IOPS,1/Hour,USD,6.9e-05,6.9e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD ZRS Provisioned Storage,1 GiB/Hour,USD,1.3e-05,1.3e-05,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD ZRS Provisioned Throughput MiBPS,1/Hour,USD,0.000103,0.000103,0.0,0,2024-08-01T00:00:00Z
Storage,HDD,eastus,HDD ZRS Soft-Deleted Usage,1 GiB/Hour,USD,1.3e-05,1.3e-05,0.0,0,2024-08-01T00:00:00Z
Storage,Hot GRS,eastus,All Other Operations,10K,USD,0.004,0.004,0.0,0,2017-10-01T00:00:00Z
Storage,Hot GRS,eastus,Delete Operations,10K,USD,0.0,0.0,,0,2019-01-30T00:00:00Z
Storage,Hot GRS,eastus,Delete Operations,10K,USD,0.0,0.0,,0,2019-01-30T00:00:00Z
Storage,Hot GRS,eastus,GRS Index Tags,10K/Month,USD,0.069,0.069,0.0,0,2021-02-01T00:00:00Z
Storage,Hot GRS,eastus,GRS List and Create Container Operations,10K,USD,0.1,0.1,0.0,0,2018-12-01T00:00:00Z
Storage,Hot GRS,eastus,GRS Metadata,1 GB/Month,USD,0.0655,0.0655,0.0,0,2019-07-05T00:00:00Z
Storage,Hot GRS,eastus,Hot Data Returned for Query Acceleration,1 GB,USD,0.0007,0.0007,0.0,0,2020-12-01T00:00:00Z
Storage,Hot GRS,eastus,Hot Data Returned for Query Acceleration,1 GB,USD,0.0007,0.0007,0.0,0,2024-11-01T00:00:00Z
Storage,Hot GRS,eastus,Hot Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2024-11-01T00:00:00Z
Storage,Hot GRS,eastus,Hot Data Scanned for Query Acceleration,1 GB,USD,0.002,0.002,0.0,0,2020-12-01T00:00:00Z
Storage,Hot GRS,eastus,Hot GRS Blob Inventory,1M,USD,0.0025,0.0025,0.0,0,2021-10-01T00:00:00Z
Storage,Hot GRS,eastus,Hot GRS Blob Inventory,1M,USD,0.00325,0.00325,0.0,0,2021-10-01T00:00:00Z
Storage,Hot GRS,eastus,Hot GRS Data Stored,1 GB/Month,USD,0.0458,0.0458,0.0,0,2019-04-01T00:00:00Z
